GPS time,SatPRN,Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos
Fix,FLP,32.1687672000,34.8133642000,45.30973453283714,0.057500154,4.165
Status,,62,0,1,3,1575420030
Status,,62,1,1,8,1575420030
Status,,62,2,1,10,1575420030
Status,,62,3,1,21,1575420030
Status,,62,4,1,27,1575420030
Status,,62,5,1,32,1575420030
Status,,62,6,2,123,1575420030
Status,,62,7,2,127,1575420030
Status,,62,8,3,95,1599187460
Status,,62,9,3,6,1599750020
Status,,62,10,3,5,1602562560
Status,,62,11,3,20,1603124990
Status,,62,12,3,21,1604249980
Status,,62,13,3,4,1605374980
Status,,62,14,5,60,1561097980
Status,,62,15,5,43,1561097980
Status,,62,16,5,42,1561097980
Status,,62,17,5,39,1561097980
Status,,62,18,5,34,1561097980
Status,,62,19,5,33,1561097980
Status,,62,20,5,21,1561097980
Status,,62,21,5,16,1561097980
Status,,62,22,5,14,1561097980
Status,,62,23,5,13,1561097980
Status,,62,24,5,12,1561097980
Status,,62,25,5,11,1561097980
Status,,62,26,5,9,1561097980
Status,,62,27,5,6,1561097980
Status,,62,28,5,5,1561097980
Status,,62,29,5,2,1561097980
Status,,62,30,6,4,1575420030
Status,,62,31,6,10,1575420030
Status,,62,32,6,11,1575420030
Status,,62,33,6,12,1575420030
Status,,62,34,6,19,1575420030
Status,,62,35,6,24,1575420030
Status,,62,36,6,33,1575420030
Status,,62,37,1,3,1176450050
Status,,62,38,1,8,1176450050
Status,,62,39,1,10,1176450050
Status,,62,40,1,27,1176450050
Status,,62,41,1,28,1176450050
Status,,62,42,1,32,1176450050
Status,,62,43,6,4,1176450050
Status,,62,44,6,10,1176450050
Status,,62,45,6,12,1176450050
Status,,62,46,6,19,1176450050
Status,,62,47,6,24,1176450050
Status,,62,48,6,33,1176450050
Status,,62,49,5,21,1176450050
Status,,62,50,5,33,1176450050
Status,,62,51,5,34,1176450050
Status,,62,52,5,39,1176450050
Status,,62,53,5,42,1176450050
Status,,62,54,5,43,1176450050
Status,,62,55,5,21,1575420030
Status,,62,56,5,33,1575420030
Status,,62,57,5,34,1575420030
Status,,62,58,5,39,1575420030
Status,,62,59,5,42,1575420030
Status,,62,60,5,43,1575420030
Status,,62,61,5,44,1575420030
Fix,GPS,32.1687625300,34.8133654300,46.262451171875,0.0,3.7900925
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Raw,1713027213426,332431420000000,18,0.0,-1396730000006041643,-0.13524961471557617
Fix,FLP,32.1687686000,34.8133641000,45.38442414516535,0.06497167,4.142
Status,1713027214000,61,0,1,8,1575420030
Status,1713027214000,61,1,1,10,1575420030
Status,1713027214000,61,2,1,21,1575420030
Status,1713027214000,61,3,1,27,1575420030
Status,1713027214000,61,4,1,32,1575420030
Status,1713027214000,61,5,2,123,1575420030
Status,1713027214000,61,6,2,127,1575420030
Status,1713027214000,61,7,3,95,1599187460
Status,1713027214000,61,8,3,6,1599750020
Status,1713027214000,61,9,3,5,1602562560
Status,1713027214000,61,10,3,20,1603124990
Status,1713027214000,61,11,3,21,1604249980
Status,1713027214000,61,12,3,4,1605374980
Status,1713027214000,61,13,5,60,1561097980
Status,1713027214000,61,14,5,43,1561097980
Status,1713027214000,61,15,5,42,1561097980
Status,1713027214000,61,16,5,39,1561097980
Status,1713027214000,61,17,5,34,1561097980
Status,1713027214000,61,18,5,33,1561097980
Status,1713027214000,61,19,5,21,1561097980
Status,1713027214000,61,20,5,16,1561097980
Status,1713027214000,61,21,5,14,1561097980
Status,1713027214000,61,22,5,13,1561097980
Status,1713027214000,61,23,5,12,1561097980
Status,1713027214000,61,24,5,11,1561097980
Status,1713027214000,61,25,5,9,1561097980
Status,1713027214000,61,26,5,6,1561097980
Status,1713027214000,61,27,5,5,1561097980
Status,1713027214000,61,28,5,2,1561097980
Status,1713027214000,61,29,6,4,1575420030
Status,1713027214000,61,30,6,10,1575420030
Status,1713027214000,61,31,6,11,1575420030
Status,1713027214000,61,32,6,12,1575420030
Status,1713027214000,61,33,6,19,1575420030
Status,1713027214000,61,34,6,24,1575420030
Status,1713027214000,61,35,6,33,1575420030
Status,1713027214000,61,36,1,3,1176450050
Status,1713027214000,61,37,1,8,1176450050
Status,1713027214000,61,38,1,10,1176450050
Status,1713027214000,61,39,1,27,1176450050
Status,1713027214000,61,40,1,28,1176450050
Status,1713027214000,61,41,1,32,1176450050
Status,1713027214000,61,42,6,4,1176450050
Status,1713027214000,61,43,6,10,1176450050
Status,1713027214000,61,44,6,12,1176450050
Status,1713027214000,61,45,6,19,1176450050
Status,1713027214000,61,46,6,24,1176450050
Status,1713027214000,61,47,6,33,1176450050
Status,1713027214000,61,48,5,21,1176450050
Status,1713027214000,61,49,5,33,1176450050
Status,1713027214000,61,50,5,34,1176450050
Status,1713027214000,61,51,5,39,1176450050
Status,1713027214000,61,52,5,42,1176450050
Status,1713027214000,61,53,5,43,1176450050
Status,1713027214000,61,54,5,21,1575420030
Status,1713027214000,61,55,5,33,1575420030
Status,1713027214000,61,56,5,34,1575420030
Status,1713027214000,61,57,5,39,1575420030
Status,1713027214000,61,58,5,42,1575420030
Status,1713027214000,61,59,5,43,1575420030
Status,1713027214000,61,60,5,44,1575420030
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Raw,1713027214426,332432420000000,18,0.0,-1396730000006041684,-0.9590837955474854
Fix,GPS,32.1687620900,34.8133666800,46.0872802734375,0.0,3.7900925
Fix,FLP,32.1687678000,34.8133635000,45.333404816814905,0.05275058,4.091
Status,1713027215000,62,0,1,2,1575420030
Status,1713027215000,62,1,1,8,1575420030
Status,1713027215000,62,2,1,10,1575420030
Status,1713027215000,62,3,1,21,1575420030
Status,1713027215000,62,4,1,27,1575420030
Status,1713027215000,62,5,1,32,1575420030
Status,1713027215000,62,6,2,123,1575420030
Status,1713027215000,62,7,2,127,1575420030
Status,1713027215000,62,8,3,95,1599187460
Status,1713027215000,62,9,3,6,1599750020
Status,1713027215000,62,10,3,5,1602562560
Status,1713027215000,62,11,3,20,1603124990
Status,1713027215000,62,12,3,21,1604249980
Status,1713027215000,62,13,3,4,1605374980
Status,1713027215000,62,14,5,60,1561097980
Status,1713027215000,62,15,5,43,1561097980
Status,1713027215000,62,16,5,42,1561097980
Status,1713027215000,62,17,5,39,1561097980
Status,1713027215000,62,18,5,34,1561097980
Status,1713027215000,62,19,5,33,1561097980
Status,1713027215000,62,20,5,21,1561097980
Status,1713027215000,62,21,5,16,1561097980
Status,1713027215000,62,22,5,14,1561097980
Status,1713027215000,62,23,5,13,1561097980
Status,1713027215000,62,24,5,12,1561097980
Status,1713027215000,62,25,5,11,1561097980
Status,1713027215000,62,26,5,9,1561097980
Status,1713027215000,62,27,5,6,1561097980
Status,1713027215000,62,28,5,5,1561097980
Status,1713027215000,62,29,5,2,1561097980
Status,1713027215000,62,30,6,4,1575420030
Status,1713027215000,62,31,6,10,1575420030
Status,1713027215000,62,32,6,11,1575420030
Status,1713027215000,62,33,6,12,1575420030
Status,1713027215000,62,34,6,19,1575420030
Status,1713027215000,62,35,6,24,1575420030
Status,1713027215000,62,36,6,33,1575420030
Status,1713027215000,62,37,1,3,1176450050
Status,1713027215000,62,38,1,8,1176450050
Status,1713027215000,62,39,1,10,1176450050
Status,1713027215000,62,40,1,27,1176450050
Status,1713027215000,62,41,1,28,1176450050
Status,1713027215000,62,42,1,32,1176450050
Status,1713027215000,62,43,6,4,1176450050
Status,1713027215000,62,44,6,10,1176450050
Status,1713027215000,62,45,6,12,1176450050
Status,1713027215000,62,46,6,19,1176450050
Status,1713027215000,62,47,6,24,1176450050
Status,1713027215000,62,48,6,33,1176450050
Status,1713027215000,62,49,5,21,1176450050
Status,1713027215000,62,50,5,33,1176450050
Status,1713027215000,62,51,5,34,1176450050
Status,1713027215000,62,52,5,39,1176450050
Status,1713027215000,62,53,5,42,1176450050
Status,1713027215000,62,54,5,43,1176450050
Status,1713027215000,62,55,5,21,1575420030
Status,1713027215000,62,56,5,33,1575420030
Status,1713027215000,62,57,5,34,1575420030
Status,1713027215000,62,58,5,39,1575420030
Status,1713027215000,62,59,5,42,1575420030
Status,1713027215000,62,60,5,43,1575420030
Status,1713027215000,62,61,5,44,1575420030
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Raw,1713027215426,332433420000000,18,0.0,-1396730000006041703,-0.9915919303894043
Fix,GPS,32.1687618800,34.8133675500,46.04559326171875,0.0,3.7900925
Fix,FLP,32.1687674000,34.8133632000,44.8497568795843,0.08880397,4.081
Fix,NLP,32.1688392000,34.8134048000,13.199999809265137,,28.1
Fix,FLP,32.1687683000,34.8133639000,44.80078141621476,0.065544054,4.048
Status,1713027216000,62,0,1,2,1575420030
Status,1713027216000,62,1,1,8,1575420030
Status,1713027216000,62,2,1,10,1575420030
Status,1713027216000,62,3,1,21,1575420030
Status,1713027216000,62,4,1,27,1575420030
Status,1713027216000,62,5,1,32,1575420030
Status,1713027216000,62,6,2,123,1575420030
Status,1713027216000,62,7,2,127,1575420030
Status,1713027216000,62,8,3,95,1599187460
Status,1713027216000,62,9,3,6,1599750020
Status,1713027216000,62,10,3,5,1602562560
Status,1713027216000,62,11,3,20,1603124990
Status,1713027216000,62,12,3,21,1604249980
Status,1713027216000,62,13,3,4,1605374980
Status,1713027216000,62,14,5,60,1561097980
Status,1713027216000,62,15,5,43,1561097980
Status,1713027216000,62,16,5,42,1561097980
Status,1713027216000,62,17,5,39,1561097980
Status,1713027216000,62,18,5,34,1561097980
Status,1713027216000,62,19,5,33,1561097980
Status,1713027216000,62,20,5,21,1561097980
Status,1713027216000,62,21,5,16,1561097980
Status,1713027216000,62,22,5,14,1561097980
Status,1713027216000,62,23,5,13,1561097980
Status,1713027216000,62,24,5,12,1561097980
Status,1713027216000,62,25,5,11,1561097980
Status,1713027216000,62,26,5,9,1561097980
Status,1713027216000,62,27,5,6,1561097980
Status,1713027216000,62,28,5,5,1561097980
Status,1713027216000,62,29,5,2,1561097980
Status,1713027216000,62,30,6,4,1575420030
Status,1713027216000,62,31,6,10,1575420030
Status,1713027216000,62,32,6,11,1575420030
Status,1713027216000,62,33,6,12,1575420030
Status,1713027216000,62,34,6,19,1575420030
Status,1713027216000,62,35,6,24,1575420030
Status,1713027216000,62,36,6,33,1575420030
Status,1713027216000,62,37,1,3,1176450050
Status,1713027216000,62,38,1,8,1176450050
Status,1713027216000,62,39,1,10,1176450050
Status,1713027216000,62,40,1,27,1176450050
Status,1713027216000,62,41,1,28,1176450050
Status,1713027216000,62,42,1,32,1176450050
Status,1713027216000,62,43,6,4,1176450050
Status,1713027216000,62,44,6,10,1176450050
Status,1713027216000,62,45,6,12,1176450050
Status,1713027216000,62,46,6,19,1176450050
Status,1713027216000,62,47,6,24,1176450050
Status,1713027216000,62,48,6,33,1176450050
Status,1713027216000,62,49,5,21,1176450050
Status,1713027216000,62,50,5,33,1176450050
Status,1713027216000,62,51,5,34,1176450050
Status,1713027216000,62,52,5,39,1176450050
Status,1713027216000,62,53,5,42,1176450050
Status,1713027216000,62,54,5,43,1176450050
Status,1713027216000,62,55,5,21,1575420030
Status,1713027216000,62,56,5,33,1575420030
Status,1713027216000,62,57,5,34,1575420030
Status,1713027216000,62,58,5,39,1575420030
Status,1713027216000,62,59,5,42,1575420030
Status,1713027216000,62,60,5,43,1575420030
Status,1713027216000,62,61,5,44,1575420030
Fix,GPS,32.1687636900,34.8133731200,46.128662109375,0.48,3.7900925
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Raw,1713027216426,332434420000000,18,0.0,-1396730000006041743,-0.7292635440826416
Status,1713027217000,64,0,1,2,1575420030
Status,1713027217000,64,1,1,3,1575420030
